name,citation,google_scholar,personal_page,twitter,linkedin,image,famous_work,honor,institution,position
Geoffrey Hinton,833235,JicYPdAAAAAJ,https://www.cs.toronto.edu/~hinton/,geoffreyhinton,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcT694rsiJ72yoxYaMdcpN_gVSQwwiz0xG9Vt4bxg8281pC6xeJHOkgwFhtfWvaiGGkco4ttwZnuh1bU8NXPpo14RQ,"Boltzmann machines, 1985",Nobel Prize; Turing Award,University of Toronto; https://fundit.fr/sites/default/files/styles/max_650x650/public/actors/2527-universite-toronto.png?itok=mPR77h6x,Emeritus Professor
Oriol Vinyals,330262,NkzyCvUAAAAJ,https://research.google/people/oriolvinyals/,OriolVinyalsML,https://uk.linkedin.com/in/oriol-vinyals-00b3366,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRykLv6n0CDIrqa9gZOhcg_6KMR8pnQXys2CQ&s,Tensorflow 2016,,DeepMind; https://upload.wikimedia.org/wikipedia/commons/1/12/DeepMind_logo.png,VP of Research & Deep Learning Lead
Lotfi A. Zadeh,282111,S6H-0RAAAAAJ,https://www2.eecs.berkeley.edu/Faculty/Homepages/zadeh.html/,,https://www.linkedin.com/pulse/obituary-tribute-prof-lotfi-zadeh-aswani-kumar-cherukuri,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT5PjpeseNcFtNZU4eSDgScSS_ZjmRtAq8x7A&s,Fuzzy Sets 1965,,UC Berkeley; https://images.fineartamerica.com/images/artworkimages/medium/2/berkeley-university-of-california-logo-kls80-kakanda-lee-setiawan-transparent.png,Professor Emeritus
Leo Breiman,293266,mXSv_1UAAAAJ,,,,https://upload.wikimedia.org/wikipedia/en/4/4d/Leo_Breiman.jpg,Random forests 2001,,UC Berkeley; https://images.fineartamerica.com/images/artworkimages/medium/2/berkeley-university-of-california-logo-kls80-kakanda-lee-setiawan-transparent.png,Professor
Anil K. Jain,277184,g-_ZXGsAAAAJ,http://www.cse.msu.edu/~jain/,,https://www.linkedin.com/in/anil-jain-689b0791,https://www.cse.msu.edu/~jain/images/avatar4.jpg,Data Clustering 1988,,Michigan State University; https://adpi.org/wp-content/uploads/2023/07/Michigan-State-University-Logo.png,Distinguished Professor
Alex Krizhevsky,295452,xegzhJcAAAAJ,http://www.cs.toronto.edu/~kriz,,,https://cdn.theorg.com/b1e143fc-ea05-4ab3-9d38-8a33211ab3b9_thumb.jpg,AlexNet 2012,,Dessa; https://ml.globenewswire.com/Resource/Download/ca4405ff-cf62-4b4f-8e47-7f5b41280cf0,Co-Founder
Christian Szegedy,289361,bnQMuzgAAAAJ,,ChrSzegedy,https://www.linkedin.com/in/christian-szegedy-bb284816,https://pbs.twimg.com/profile_images/1728625627207725056/auh7rYVv_400x400.jpg,GoogLeNet 2015,,xAI; https://1000logos.net/wp-content/uploads/2023/10/xAI-Logo.png,Co-Founder
Quoc V. Le,316217,vfT6-XIAAAAJ,https://cs.stanford.edu/~quocle/,quocleix,https://www.linkedin.com/in/quoc-v-le-319b5a8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQHQM0-a6JR72guroGOsZN6Tp8JdE6WQ5x_bryB5H0W44M0uHYGKwam5WfvgQjxzCoIbGc&usqp=CAU,Seq2Seq 2014,,Google; https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Google_2015_logo.svg/1200px-Google_2015_logo.svg.png,Research Scientist
Trevor Darrell,289190,bh-uRFMAAAAJ,https://people.eecs.berkeley.edu/~trevor/,trevordarrell,https://its.berkeley.edu/people/trevor-darrell,https://cdn.theorg.com/074ad162-7d89-4ae4-9441-0d0a6b8d0d67_thumb.jpg,FCN 2015,,UC Berkeley; https://images.fineartamerica.com/images/artworkimages/medium/2/berkeley-university-of-california-logo-kls80-kakanda-lee-setiawan-transparent.png,Professor 
Li Fei-Fei,292380,rDfyQnIAAAAJ,http://vision.stanford.edu/,drfeifei,https://www.linkedin.com/in/fei-fei-li-4541247,https://deeplearningindaba.com/wp-content/uploads/2019/07/dr-fei-fei-li.jpg,ImageNet 2009,,Stanford; https://betterbuildingssolutioncenter.energy.gov/sites/default/files/2024-08/Stanford%20Logo_0.png,Professor
Andrew Ng,280275,mG4imMEAAAAJ,https://www.andrewng.org/,AndrewYNg,https://www.linkedin.com/in/andrewyng/,https://twimlai.com/wp-content/uploads/guest_andrew_ng.jpg,LDA 2003,,Stanford; https://betterbuildingssolutioncenter.energy.gov/sites/default/files/2024-08/Stanford%20Logo_0.png,Adjunct Professor
Diederik P. Kingma,294863,yyIoQu4AAAAJ,https://dpkingma.com/,dpkingma,https://www.linkedin.com/in/durk-kingma-58b3564,https://dpkingma.com/files/portrait.jpg,Adam 2014,,Anthropic; https://seeklogo.com/images/A/anthropic-icon-logo-630D0BB290-seeklogo.com.png,Researcher
Christian M. Ringle,297875,y5F176wAAAAJ,https://www.tuhh.de/mds/team/prof-dr-c-m-ringle,,https://www.linkedin.com/today/author/christian-m-ringle-989ba634,https://haas.berkeley.edu/wp-content/uploads/Dr.-Christian-M.-Ringle.png,"A Primer on Partial Least Squares Structural Equation Modeling (PLS-SEM), 3e 2022",,TUHH; https://upload.wikimedia.org/wikipedia/commons/1/19/Technische_Universit%C3%A4t_Hamburg_%28TUHH%29_logo.svg,Professor
Christopher D Manning,278070,1zmDOdwAAAAJ,https://nlp.stanford.edu/~manning/,chrmanning,https://www.linkedin.com/in/christopher-manning-011575,https://ethw.org/w/images/f/f7/Christopher_Manning.jpg,GloVe 2014,,Stanford; https://betterbuildingssolutioncenter.energy.gov/sites/default/files/2024-08/Stanford%20Logo_0.png,Professor
Stephen Boyd,267215,GExyiRkAAAAJ,https://stanford.edu/~boyd/,,https://www.linkedin.com/in/stephen-boyd-0242281,https://www.blackrock.com/blk-corp-assets/cache-1629988422000/images/media-bin/web/global/headshots/stephen-boyd.png,Convex Optimization 2004,,Stanford; https://betterbuildingssolutioncenter.energy.gov/sites/default/files/2024-08/Stanford%20Logo_0.png,Professor
Juergen Schmidhuber,273595,gLnCTgIAAAAJ,https://people.idsia.ch/~juergen/,schmidhuberai,https://ch.linkedin.com/in/j%C3%BCrgen-schmidhuber-39226872,https://www.zhaw.ch/storage/hochschule/forschung/kooperationen/datalab/upload/schmidhuber.png,LSTM 1997,,IDSIA; https://media.licdn.com/dms/image/v2/D4E0BAQH8VJJSjRqL4A/company-logo_200_200/company-logo_200_200/0/1731055148483/idsia_logo?e=2147483647&v=beta&t=MxyM_WxXMlzji-NUPCwsg94zkBIYgMoMIj_DTLUOAlQ,scientific director
Bernhard Sch?lkopf,252183,DZ-fHPgAAAAJ,,bschoelkopf,https://de.linkedin.com/in/bernhard-sch%C3%B6lkopf-732969238,https://www.premiosfronterasdelconocimiento.es/wp-content/uploads/sites/2/2020/03/bernhard-sch%C3%B6lkopf.jpg,"Learning with kernels: support vector machines, regularization, optimization, and beyond 2002",,ETH; https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/ETH_Z%C3%BCrich_Logo_black.svg/2560px-ETH_Z%C3%BCrich_Logo_black.svg.png,Professor
Jimmy Ba,264745,ymzxRhAAAAAJ,https://jimmylba.github.io/,jimmybajimmyba,,https://vectorinstitute.ai/wp-content/uploads/2018/02/vi_jimmy_ba.jpg,Adam 2015,,University of Toronto; https://fundit.fr/sites/default/files/styles/max_650x650/public/actors/2527-universite-toronto.png?itok=mPR77h6x,Assistant Professor
Karen Simonyan,258601,L7lMQkQAAAAJ,,,https://am.linkedin.com/in/simonyankaren,https://www.chessprogramming.org/images/e/ef/KarenSimonyan.jpg,VGGNet 2014,,Microsoft AI; https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ6jRv8uKLKVtjpbDcqgYEKtsmljetkphIoNfJ6bjWq8k84yKS-5txgWaWBtLjwI_xdSUM&usqp=CAU,Chief Scientist
Jitendra MALIK,245929,aOklxsQAAAAJ,https://people.eecs.berkeley.edu/~malik/,JitendraMalikCV,https://www.linkedin.com/in/jitendra-malik-60b55823b,https://www2.eecs.berkeley.edu/Faculty/Photos/Fullsize/malik.jpg,R-CNN 2014,,UC Berkeley; https://images.fineartamerica.com/images/artworkimages/medium/2/berkeley-university-of-california-logo-kls80-kakanda-lee-setiawan-transparent.png,Professor
Luc Van Gool,252181,TwMib_QAAAAJ,,,https://ch.linkedin.com/in/luc-van-gool-1b4a689,https://www.trace.ethz.ch/team/img/luc.jpg,SURF 2006,,INSAIT Sofia University; https://avatars.githubusercontent.com/u/117932115?s=200&v=4,Professor
Piotr Dollár,265137,a8Y2OJMAAAAJ,https://pdollar.github.io/,,https://www.linkedin.com/in/pdollar,https://media.licdn.com/dms/image/v2/C5603AQECzx5xl_6z9w/profile-displayphoto-shrink_200_200/profile-displayphoto-shrink_200_200/0/1517829848053?e=2147483647&v=beta&t=xnU1SMqvObx9rGHDhaiL-EWZWaGFeN1W7pbqIxWT74w,COCO 2014,,FAIR; https://voicebot.ai/wp-content/uploads/2020/07/facebook-ai.png,Researcher
koray kavukcuoglu,254632,sGFyDIUAAAAJ,http://koray.kavukcuoglu.org/,koraykv,https://uk.linkedin.com/in/koray-kavukcuoglu-0439a720,https://raeng.org.uk/media/waahjqa2/koray_kavukcuoglu-headshot-500x540.jpg,DQN 2015,,DeepMind; https://upload.wikimedia.org/wikipedia/commons/1/12/DeepMind_logo.png,Researcher
Ruslan Salakhutdinov,226895,ITZ1e7MAAAAJ,https://www.cs.cmu.edu/~rsalakhu/,rsalakhu,,https://resize-v3.pubpub.org/eyJidWNrZXQiOiJhc3NldHMucHVicHViLm9yZyIsImtleSI6ImV1eDg4Ymw5LzUxNTU5NjYxNDkwNzY2LmpwZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6ODAwLCJmaXQiOiJpbnNpZGUiLCJ3aXRob3V0RW5sYXJnZW1lbnQiOnRydWV9fX0=,Dropout 2014,,CMU; https://www.cmu.edu/brand/brand-guidelines/images/lettermark-600x600.jpg,Professor
Kalyanmoy Deb,217426,paTAXiIAAAAJ,https://www.egr.msu.edu/~kdeb/,,https://www.linkedin.com/in/kalyanmoy-deb-91748136,https://www.complexica.com/hubfs/Profile-1.jpeg,NSGA-II 2002,,Michigan State University; https://adpi.org/wp-content/uploads/2023/07/Michigan-State-University-Logo.png,Distinguished Professor
David Silver,235262,-8DNE4UAAAAJ,https://www.davidsilver.uk/,,,https://www.davidsilver.uk/wp-content/uploads/2020/03/Dave_Silver_Headshot.jpg,DQN 2015,,DeepMind; https://upload.wikimedia.org/wikipedia/commons/1/12/DeepMind_logo.png,Principal Research Scientist
Lukasz Kaiser,241379,JWmiQR0AAAAJ,,lukaszkaiser,https://www.linkedin.com/in/lukaszkaiser,https://media.licdn.com/dms/image/v2/C4D03AQGtjydCUoKQ1w/profile-displayphoto-shrink_200_200/profile-displayphoto-shrink_200_200/0/1516954112694?e=2147483647&v=beta&t=U5i_gk49R0rxN2MxQ-uINsrufYn3vGK5q0FZ5lRDm-k,Attention is all you need 2017,,OpenAI; https://logos-world.net/wp-content/uploads/2024/08/OpenAI-Logo.png,Member of Technical Staff
Jakob Uszkoreit,257126,mOG0bwsAAAAJ,,kyosu,https://www.linkedin.com/in/jakob-uszkoreit-b238b51,https://cdn.prod.website-files.com/62a66aa220a55155318447ce/6729237f91092a6d322be44c_Jakob%20Uszkoreit.jpg,Attention is all you need 2017,,Inceptive; https://cdn.healthtechalpha.com/static/resized/social_media_image/startup_data_images/113608.png,Chief Executive Officer and co-founder
Richard Socher,207714,FaOcyfMAAAAJ,https://www.socher.org/,RichardSocher,https://www.linkedin.com/in/richardsocher,https://somethingventured.us/wp-content/uploads/sites/4/2023/10/csm_Richard_Socher_24ba08d140.jpeg,ImageNet 2009,,you.com; https://logos-world.net/wp-content/uploads/2024/09/You.com-Logo-New.png,CEO/Founder
Skander Gasmi,230387,SxAO2hQAAAAJ,,,https://tn.linkedin.com/in/skanderggasmi,https://media.licdn.com/dms/image/C5603AQHuRTyzot5sJw/profile-displayphoto-shrink_400_400/0/1623116914029?e=2147483647&v=beta&t=rODMxOwt5AxNPv5nB8DeXnG1jU3MxepEx0s8uT4HL7c,Attention is all you need 2017,,Universidad CEU San Pablo;https://keystoneacademic-res.cloudinary.com/image/upload/f_auto/q_auto/g_auto/w_auto/dpr_2.0/element/19/192643_logoA_positivo_web_universidad_ceu_san_pablo.png ,Student
Alex Smola,196326,Tb0ZrYwAAAAJ,https://alex.smola.org/,smolix,https://linkedin.com/in/smola/,https://yt3.googleusercontent.com/ytc/AIdro_ms6cQLpiB6Iegxp9RayIHJCkRLqSc1nw50OzdvYquJzwr3=s900-c-k-c0x00ffffff-no-rj,"Learning with kernels: support vector machines, regularization, optimization, and beyond 2002",,Boson AI; https://boson.ai/images/logo/logo.svg,CEO and cofounder
Thomas Dent,200080,PMOPtaEAAAAJ,,,https://es.linkedin.com/in/thomas-dent-a68171b,https://media.licdn.com/dms/image/v2/D4E03AQFkxFfiXkH3Aw/profile-displayphoto-shrink_200_200/profile-displayphoto-shrink_200_200/0/1723560620381?e=2147483647&v=beta&t=g2eyrEZ01ISf5DfmU8ev7FZTH6sqaNjh0reFg_CJrvQ,Observation of gravitational waves from a binary black hole merger 2016,,University of Santiago de Compostela; https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Logotype_of_Universidade_de_Santiago_de_Compostela.svg/1200px-Logotype_of_Universidade_de_Santiago_de_Compostela.svg.png,Researcher
Noam Shazeer,231336,wsGvgA8AAAAJ,,NoamShazeer,https://www.linkedin.com/in/noam-shazeer-3b27288,https://image.informedainews.com/2024/09/Tec-ipR-1727519237-0.jpg,Attention is all you need 2017,,Google; https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Google_2015_logo.svg/1200px-Google_2015_logo.svg.png,Technical lead on Gemini
Serge Belongie,194831,chD5XxkAAAAJ,https://www.belongielab.org/,BelongieLab,https://dk.linkedin.com/in/sergebelongie,https://images.squarespace-cdn.com/content/v1/54555f7ee4b0b7b149a2117b/2d3ee482-3e16-4419-8164-7f7223671988/Prof.+Serge+Belongie.jpg,COCO 2014,,University of Copenhagen; https://study-eu.s3.eu-west-1.amazonaws.com/uploads/university/university-of-copenhagen--ku--29-logo.png,Professor
Vincent Vanhoucke,175575,T7uctwYAAAAJ,https://vincent.vanhoucke.com/,V_Vanhoucke,http://linkedin.com/in/vanhoucke,https://storage.googleapis.com/gweb-research2023-media/pubtools/653.png,Going deeper with convolutions 2015,,Waymo; https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Waymo_logo.svg/1200px-Waymo_logo.svg.png,Distinguished Engineer
Greg Corrado,176158,HBtozdUAAAAJ,,greg_corrado,https://www.linkedin.com/in/greg-corrado-phd,https://storage.googleapis.com/gweb-research2023-media/pubtools/106.png,Distributed representations of words and phrases and their compositionality 2013,,Google; https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Google_2015_logo.svg/1200px-Google_2015_logo.svg.png,Distinguished Scientist
Manolis Kellis,189022,lsYXBx8AAAAJ,http://compbio.mit.edu/,manoliskellis,https://www.linkedin.com/in/manolis-kellis,https://wna.org/wp-content/uploads/2024/05/dr-manolis-kellis.png,ENCODE 2012,,MIT; https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/MIT_logo.svg/2560px-MIT_logo.svg.png,Professor
Terrence Sejnowski,179702,m1qAiOUAAAAJ,https://cnl.salk.edu/,sejnowski,https://www.linkedin.com/posts/ucsdinnovation_terrence-sejnowski-has-been-named-scientist-activity-7158867240350633984-o2-s,https://www.hhmi.org/sites/default/files/styles/large/public/Programs/EXROP/Terrence-Sejnowski-400x400.jpg?itok=nt9QF2yU,An information-maximization approach to blind separation and blind deconvolution 1995,,UC San Diego; https://logos-world.net/wp-content/uploads/2022/12/UCSD-Symbol.png,Professor
Jure Leskovec,195851,Q_kKkIUAAAAJ,https://cs.stanford.edu/~jure/,jure,https://www.linkedin.com/in/leskovec,https://asef.net/wp-content/uploads/2021/10/Jure-Leskovec-scaled.jpg,GraphSAGE 2017,,Stanford; https://betterbuildingssolutioncenter.energy.gov/sites/default/files/2024-08/Stanford%20Logo_0.png,Professor
Thomas S. Huang,175522,rGF6-WkAAAAJ,https://ifp-uiuc.github.io/,,https://www.linkedin.com/in/thomas-huang-04716b116,https://casad.cas.cn/ysxx2022/ygwj/200906/W020120727533660581653.jpg,Image super-resolution via sparse representation 2010,,UIUC; https://i.pinimg.com/736x/33/33/cb/3333cb3d2237c9af61a00e5b223dc499.jpg,Professor
Tomas Mikolov,177403,oBu8kMMAAAAJ,,,https://cz.linkedin.com/in/tomas-mikolov-59831188,https://www.meltingpotforum.com/uploads/media/speaker-headerimage-big/06/3596-Tom%C3%A1%C5%A1%20Mikolov.jpg?v=1-0,Distributed representations of words and phrases and their compositionality 2013,,CIIRC CTU; https://ricaip.eu/wp-content/uploads/2021/09/ciirc_web-1.png,Researcher
Evrim Ersin Kangal,164418,hBTsXMgAAAAJ,,,https://tr.linkedin.com/in/evrimersinkangal?trk=people-guest_people_search-card,https://i1.rgstatic.net/ii/profile.image/278921212907533-1443511407915_Q512/Evrim-Kangal-3.jpg,,,,
Leon Bottou,175223,kbN88gsAAAAJ,https://leon.bottou.org/,,,https://abder.mgh.harvard.edu/wp-content/uploads/2023/01/leon_bottou.jpeg,LeNet 1998,,FAIR; https://voicebot.ai/wp-content/uploads/2020/07/facebook-ai.png,Research Lead
Pietro Perona,175030,j29kMCwAAAAJ,https://www.vision.caltech.edu/pietroperona.htm,,https://www.linkedin.com/in/pietro-perona-4a5a444,https://caltechsites-prod.s3.amazonaws.com/cast/images/perona.64600486.fill-310x412-c100.jpg,COCO 2014,,"California Institute of Technology; https://ih1.redbubble.net/image.793253742.1785/bg,f8f8f8-flat,750x,075,f-pad,750x1000,f8f8f8.u6.jpg",Professor
Sepp Hochreiter,183745,tvUH3WMAAAAJ,https://www.jku.at/en/institute-for-machine-learning/,jkulinz/,https://at.linkedin.com/school/jkulinz/,https://upload.wikimedia.org/wikipedia/commons/5/56/Sepp_Hochreiter_1.jpg,LSTM 1997,,"Institute for Machine Learning, Johannes Kepler University Linz; https://avatars.githubusercontent.com/u/40298801?s=280&v=4",Leader
Thomas Brox,185576,0VAe-TQAAAAJ,https://lmb.informatik.uni-freiburg.de/people/brox/index.en.html,,,https://www.cibss.uni-freiburg.de/fileadmin/_processed_/3/e/csm_CIBSS_Freiburg_portrait-Brox_6ec3cf7103.jpg,U-Net 2015,,University of Freiburg; https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Siegel_der_Albert-Ludwigs-Universit%C3%A4t_Freiburg.svg/800px-Siegel_der_Albert-Ludwigs-Universit%C3%A4t_Freiburg.svg.png,Professor
Demis Hassabis,198009,dYpPMQEAAAAJ,,demishassabis,无法确定,https://www.gairdner.org//images/default-source/winners/untitled-design-(38).tmb-cfthumb_m.webp?Culture=en&sfvrsn=f6a77c5c_1,DQN 2015,,DeepMind; https://upload.wikimedia.org/wikipedia/commons/1/12/DeepMind_logo.png,Co-Founder
Pieter Abbeel,190175,vtwH6GkAAAAJ,https://people.eecs.berkeley.edu/~pabbeel/,pabbeel,https://www.linkedin.com/in/pieterabbeel,https://datascience.hku.hk/wp-content/uploads/2021/12/Pieter-Abbeel.jpg,DDPM 2020,,UC Berkeley; https://images.fineartamerica.com/images/artworkimages/medium/2/berkeley-university-of-california-logo-kls80-kakanda-lee-setiawan-transparent.png,Professor
Dumitru Erhan,172851,wfGiqXEAAAAJ,https://www.dumitru.ca/,doomie,https://www.linkedin.com/in/dumitruerhan,https://media.licdn.com/dms/image/v2/C5603AQE1ygwoIhJ8lQ/profile-displayphoto-shrink_200_200/profile-displayphoto-shrink_200_200/0/1567618787244?e=2147483647&v=beta&t=mR7JXLhCiCw8azwo3UR04oUMxwtarPdeWyycLhNQiYk,GoogLeNet 2015,,DeepMind; https://upload.wikimedia.org/wikipedia/commons/1/12/DeepMind_logo.png,Director of Research
Francisco Herrera,168288,HULIk-QAAAAJ,https://ccia.ugr.es/~herrera/,fherreraugr,https://www.linkedin.com/in/francisco-herrera-38226a/?originalSubdomain=es,https://www.raing.es/wp-content/uploads/2022/02/Paco-Herrera-3-abril-2019.jpg,"Explainable Artificial Intelligence (XAI): Concepts, Taxonomies, Opportunities and Challenges toward Responsible AI 2020",,Granada University; https://1000logos.net/wp-content/uploads/2023/03/UGR-Logo.png,Professor
Ashish Vaswani,195922,oR9sCGYAAAAJ,,ashvaswani,https://www.linkedin.com/in/ashish-vaswani-99892181/,https://montgomerysummit.com/wp-content/uploads/Ashish-2.png,Attention is all you need 2017,,Essential AI; https://montgomerysummit.com/wp-content/uploads/Essential-AI-TileUnofficial.png,Co-founder and CEO
Alec Radford,215746,dOad5HoAAAAJ,,AlecRad,https://www.linkedin.com/in/alecradford?trk=people-guest_people_search-card,https://www.wikibiostar.com/wp-content/uploads/2023/11/Alec-Radford-age.jpg,GPT-3 2020,,OpenAI; https://logos-world.net/wp-content/uploads/2024/08/OpenAI-Logo.png,Researcher
